                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 0.8979,                 1.3479,                  1.087,                0.64838,                0.75556,                0.73835,                0.60647,                0.66436,                 1.0295,                0.97489,              5.281e-05,              5.281e-05,              5.281e-05
                    145,                0.91641,                   1.28,                 1.0815,                0.62903,                0.76218,                0.74206,                0.60257,                0.69365,                 1.0156,                0.98154,              5.248e-05,              5.248e-05,              5.248e-05
                    146,                0.94034,                  1.445,                 1.1003,                 0.8013,                0.60178,                0.73231,                0.55174,                0.88697,                 1.0696,                 1.0465,              5.215e-05,              5.215e-05,              5.215e-05
                    147,                0.91809,                 1.3658,                 1.0991,                0.74532,                 0.6433,                 0.7347,                0.54244,                0.91358,                 1.0611,                 1.0601,              5.182e-05,              5.182e-05,              5.182e-05
                    148,                0.89038,                 1.3111,                  1.068,                0.82408,                0.58381,                0.73558,                0.55486,                0.85838,                 1.0479,                  1.041,              5.149e-05,              5.149e-05,              5.149e-05
                    149,                0.90982,                 1.3736,                 1.0948,                0.69965,                0.66148,                0.72764,                0.56492,                0.79905,                 1.0691,                 1.0211,              5.116e-05,              5.116e-05,              5.116e-05
                    150,                 0.8899,                 1.3382,                 1.0713,                0.71361,                0.68675,                0.72792,                0.59838,                0.67925,                 1.0696,                0.98427,              5.083e-05,              5.083e-05,              5.083e-05
                    151,                0.87476,                 1.2568,                 1.0652,                0.72966,                0.67265,                0.73649,                0.61587,                0.64763,                 1.0333,                0.97688,               5.05e-05,               5.05e-05,               5.05e-05
                    152,                 0.9127,                 1.3305,                 1.1092,                0.71374,                0.70384,                 0.7495,                0.62174,                0.65309,                0.99585,                0.97745,              5.017e-05,              5.017e-05,              5.017e-05
                    153,                0.86363,                 1.2623,                 1.0651,                0.73559,                0.69624,                0.74906,                0.61171,                0.69556,                  1.001,                0.98892,              4.984e-05,              4.984e-05,              4.984e-05
                    154,                 0.8673,                 1.2576,                 1.0655,                 0.7243,                0.70456,                0.74846,                0.58903,                0.81745,                 1.0268,                 1.0278,              4.951e-05,              4.951e-05,              4.951e-05
                    155,                0.91145,                 1.2636,                 1.0778,                0.68984,                0.70092,                0.74944,                0.58164,                0.84745,                 1.0409,                 1.0381,              4.918e-05,              4.918e-05,              4.918e-05
                    156,                0.90029,                 1.2909,                 1.0878,                0.71789,                0.69733,                0.75383,                0.60564,                0.74089,                 1.0129,                0.99941,              4.885e-05,              4.885e-05,              4.885e-05
                    157,                0.89674,                 1.3664,                 1.0983,                0.73544,                0.70001,                0.76079,                0.61843,                0.68954,                0.98732,                0.98508,              4.852e-05,              4.852e-05,              4.852e-05
                    158,                0.91615,                 1.3325,                 1.1126,                0.75862,                0.69786,                0.77025,                0.62939,                0.66538,                0.97823,                0.98241,              4.819e-05,              4.819e-05,              4.819e-05
                    159,                0.86721,                 1.2934,                 1.0646,                0.70051,                0.72436,                 0.7751,                0.63761,                0.66712,                0.98777,                 0.9819,              4.786e-05,              4.786e-05,              4.786e-05
                    160,                0.90243,                 1.3182,                 1.0803,                 0.7737,                0.68581,                0.77327,                0.62193,                0.74389,                0.98649,                0.99759,              4.753e-05,              4.753e-05,              4.753e-05
                    161,                0.81917,                 1.2154,                  1.043,                0.76416,                0.67534,                0.77007,                0.60488,                0.80745,                 1.0014,                 1.0177,               4.72e-05,               4.72e-05,               4.72e-05
                    162,                0.87013,                 1.2858,                 1.0596,                0.77232,                0.66896,                0.77563,                0.61964,                 0.7634,                0.99799,                0.99988,              4.687e-05,              4.687e-05,              4.687e-05
                    163,                0.84544,                  1.251,                 1.0513,                0.74995,                0.68205,                0.77271,                0.63902,                0.66129,                0.97346,                0.96814,              4.654e-05,              4.654e-05,              4.654e-05
                    164,                 0.9092,                 1.2886,                 1.0873,                0.71043,                0.71655,                0.77179,                 0.6378,                0.67364,                0.97328,                0.97193,              4.621e-05,              4.621e-05,              4.621e-05
                    165,                 0.8703,                 1.2546,                 1.0679,                0.75335,                 0.6858,                0.76583,                0.62809,                0.70604,                 0.9821,                0.98151,              4.588e-05,              4.588e-05,              4.588e-05
                    166,                0.82047,                 1.2013,                 1.0472,                0.71528,                0.72709,                0.77343,                0.61779,                0.76139,                 0.9764,                0.99915,              4.555e-05,              4.555e-05,              4.555e-05
                    167,                0.85366,                 1.2637,                  1.063,                0.74803,                0.72398,                0.77732,                0.62035,                 0.7528,                0.95788,                 0.9954,              4.522e-05,              4.522e-05,              4.522e-05
                    168,                0.88262,                 1.2427,                 1.0494,                 0.8108,                0.68226,                0.77648,                0.63504,                0.68596,                0.94549,                0.97401,              4.489e-05,              4.489e-05,              4.489e-05
                    169,                0.90075,                  1.268,                 1.0918,                0.80426,                0.67594,                0.77465,                0.63212,                0.69871,                0.94657,                0.97902,              4.456e-05,              4.456e-05,              4.456e-05
                    170,                0.86574,                 1.2457,                 1.0707,                 0.7495,                0.71682,                0.77406,                0.62709,                0.72731,                0.95555,                0.98878,              4.423e-05,              4.423e-05,              4.423e-05
                    171,                0.88663,                 1.2179,                 1.0735,                0.78847,                0.67468,                0.77628,                0.64555,                0.67078,                0.93764,                0.96899,               4.39e-05,               4.39e-05,               4.39e-05
                    172,                0.84582,                 1.2212,                 1.0575,                0.76914,                0.68278,                 0.7783,                0.64057,                0.68843,                0.94761,                0.97286,              4.357e-05,              4.357e-05,              4.357e-05
                    173,                0.84581,                 1.2012,                 1.0317,                0.73042,                0.71711,                0.77753,                0.63578,                0.69304,                0.96466,                0.97409,              4.324e-05,              4.324e-05,              4.324e-05
                    174,                0.83395,                 1.1572,                 1.0484,                0.74263,                 0.7215,                0.77693,                0.64605,                0.64797,                0.99193,                0.96021,              4.291e-05,              4.291e-05,              4.291e-05
                    175,                 0.8814,                 1.2038,                 1.0737,                  0.758,                0.71217,                0.78069,                  0.655,                0.64332,                0.99271,                 0.9606,              4.258e-05,              4.258e-05,              4.258e-05
                    176,                0.85482,                  1.211,                 1.0577,                0.77764,                0.70356,                0.79337,                0.66295,                0.64668,                0.96822,                0.95927,              4.225e-05,              4.225e-05,              4.225e-05
                    177,                0.83563,                 1.1483,                 1.0421,                0.75025,                0.72662,                0.79908,                0.65916,                0.67328,                0.95571,                0.96826,              4.192e-05,              4.192e-05,              4.192e-05
                    178,                 0.9202,                 1.2492,                 1.1013,                0.73957,                0.73701,                0.80819,                0.68352,                0.63029,                  0.931,                0.95699,              4.159e-05,              4.159e-05,              4.159e-05
                    179,                0.84606,                 1.2091,                 1.0622,                 0.7514,                0.73879,                0.81457,                0.67804,                0.64812,                0.92084,                0.96836,              4.126e-05,              4.126e-05,              4.126e-05
                    180,                 0.8603,                 1.2081,                 1.0425,                0.76784,                0.72221,                0.81798,                0.68066,                0.63293,                0.89789,                0.96333,              4.093e-05,              4.093e-05,              4.093e-05
                    181,                0.83272,                 1.1618,                 1.0502,                0.82083,                 0.6823,                0.81866,                0.69036,                0.62033,                0.89265,                0.95468,               4.06e-05,               4.06e-05,               4.06e-05
                    182,                0.81913,                 1.1858,                 1.0517,                0.77898,                0.73062,                0.82689,                0.68856,                 0.6532,                0.88936,                0.96366,              4.027e-05,              4.027e-05,              4.027e-05
                    183,                0.83835,                 1.1391,                 1.0329,                0.77977,                0.72416,                0.83006,                0.69364,                0.64098,                0.88171,                0.96083,              3.994e-05,              3.994e-05,              3.994e-05
                    184,                0.87534,                  1.222,                 1.0702,                0.71532,                0.78473,                0.83585,                0.69637,                0.66155,                0.88432,                0.96693,              3.961e-05,              3.961e-05,              3.961e-05
                    185,                0.88282,                 1.1835,                 1.0877,                0.76383,                0.72739,                0.83008,                0.68847,                0.65107,                0.88083,                0.96332,              3.928e-05,              3.928e-05,              3.928e-05
                    186,                0.84894,                 1.1645,                 1.0656,                0.81782,                0.70535,                0.83585,                0.69958,                0.62373,                0.87238,                0.95482,              3.895e-05,              3.895e-05,              3.895e-05
                    187,                0.88895,                 1.1705,                 1.0727,                0.83686,                 0.6923,                0.83744,                0.70286,                0.62387,                0.86792,                 0.9542,              3.862e-05,              3.862e-05,              3.862e-05
                    188,                0.84263,                 1.2052,                  1.072,                 0.7567,                 0.7487,                0.82531,                0.64106,                0.78797,                0.90718,                 1.0081,              3.829e-05,              3.829e-05,              3.829e-05
                    189,                0.87192,                 1.2696,                   1.08,                0.78222,                0.76736,                0.82731,                0.61593,                0.90865,                0.94748,                 1.0575,              3.796e-05,              3.796e-05,              3.796e-05
                    190,                0.87361,                 1.1899,                 1.0912,                0.78031,                0.79446,                 0.8376,                0.63778,                0.85233,                0.92776,                 1.0336,              3.763e-05,              3.763e-05,              3.763e-05
                    191,                0.82192,                 1.1326,                 1.0615,                 0.7601,                0.82239,                0.84229,                0.69124,                0.68008,                0.88258,                0.96959,               3.73e-05,               3.73e-05,               3.73e-05
                    192,                 0.8713,                  1.162,                 1.0665,                0.79495,                0.78612,                0.84418,                0.70941,                0.62228,                 0.8672,                0.95452,              3.697e-05,              3.697e-05,              3.697e-05
                    193,                 0.8364,                 1.1251,                 1.0382,                0.78347,                0.78863,                0.84199,                 0.7078,                0.63126,                 0.8704,                0.95663,              3.664e-05,              3.664e-05,              3.664e-05
                    194,                0.87461,                 1.2162,                 1.0519,                0.75871,                0.82366,                0.84759,                0.69193,                0.73838,                0.90118,                0.99153,              3.631e-05,              3.631e-05,              3.631e-05
                    195,                0.86133,                 1.1559,                 1.0523,                 0.7392,                 0.8123,                0.84248,                0.67463,                0.79515,                0.92942,                 1.0117,              3.598e-05,              3.598e-05,              3.598e-05
                    196,                0.82933,                  1.152,                 1.0425,                0.77197,                 0.7765,                0.84101,                0.69518,                0.69476,                0.90444,                0.97647,              3.565e-05,              3.565e-05,              3.565e-05
                    197,                0.80398,                 1.1369,                 1.0331,                0.78057,                0.76439,                0.83337,                0.70205,                0.64085,                0.88478,                0.95949,              3.532e-05,              3.532e-05,              3.532e-05
                    198,                 0.8057,                 1.1238,                 1.0313,                0.80922,                0.74971,                0.84009,                0.71085,                 0.6329,                0.85757,                0.95669,              3.499e-05,              3.499e-05,              3.499e-05
                    199,                0.90262,                 1.1701,                 1.0727,                0.83299,                0.74523,                0.86208,                0.71168,                0.71185,                0.85614,                0.98076,              3.466e-05,              3.466e-05,              3.466e-05
                    200,                0.78547,                 1.0694,                  1.015,                0.77988,                0.83745,                0.87513,                0.69488,                0.82009,                0.87317,                  1.021,              3.433e-05,              3.433e-05,              3.433e-05
                    201,                0.79698,                 1.1401,                 1.0235,                0.81799,                0.81026,                0.87689,                  0.702,                0.79394,                0.85731,                 1.0114,                3.4e-05,                3.4e-05,                3.4e-05
                    202,                0.94654,                 1.2376,                 1.0857,                0.83974,                0.77597,                0.87681,                0.73408,                0.66243,                0.81752,                0.96718,              3.367e-05,              3.367e-05,              3.367e-05
                    203,                0.83915,                 1.1891,                 1.0443,                0.81597,                0.79675,                0.87822,                0.73937,                0.64026,                0.81163,                0.96026,              3.334e-05,              3.334e-05,              3.334e-05
                    204,                0.87911,                 1.1111,                 1.0504,                0.80764,                0.81613,                0.87626,                0.73392,                0.65434,                0.82283,                0.96265,              3.301e-05,              3.301e-05,              3.301e-05
                    205,                0.78962,                 1.0703,                 1.0178,                0.81989,                0.77105,                0.87681,                 0.7181,                0.71103,                0.85018,                0.97944,              3.268e-05,              3.268e-05,              3.268e-05
                    206,                0.84364,                 1.1705,                  1.033,                0.80442,                 0.7939,                0.86822,                0.68812,                0.79533,                0.89702,                 1.0079,              3.235e-05,              3.235e-05,              3.235e-05
                    207,                0.85282,                 1.1469,                 1.0567,                0.79326,                0.80351,                0.86162,                0.69497,                0.74492,                0.90306,                0.98797,              3.202e-05,              3.202e-05,              3.202e-05
                    208,                0.84206,                 1.1877,                 1.0463,                0.82569,                0.80216,                0.87783,                0.73226,                0.68715,                0.88878,                0.96715,              3.169e-05,              3.169e-05,              3.169e-05
                    209,                0.82379,                  1.106,                 1.0441,                0.84591,                0.80236,                0.88332,                0.74185,                0.67011,                0.87346,                0.96129,              3.136e-05,              3.136e-05,              3.136e-05
                    210,                0.80999,                  1.152,                 1.0364,                0.87734,                0.78117,                0.88756,                0.74543,                0.66165,                0.86352,                0.95934,              3.103e-05,              3.103e-05,              3.103e-05
                    211,                0.80418,                 1.1074,                 1.0401,                0.89774,                0.74649,                0.88166,                0.75032,                0.62461,                0.84801,                0.94937,               3.07e-05,               3.07e-05,               3.07e-05
                    212,                0.85384,                 1.1617,                 1.0558,                 0.8156,                0.80395,                0.88383,                0.75171,                0.60696,                0.83375,                0.94477,              3.037e-05,              3.037e-05,              3.037e-05
                    213,                0.84238,                 1.1122,                  1.068,                0.85533,                0.74792,                0.88031,                0.74827,                0.60579,                0.82806,                0.94479,              3.004e-05,              3.004e-05,              3.004e-05
                    214,                0.84479,                 1.1721,                 1.0427,                0.84807,                0.76414,                0.88213,                0.74675,                0.61004,                0.81047,                0.94651,              2.971e-05,              2.971e-05,              2.971e-05
                    215,                0.84882,                 1.1975,                  1.086,                0.84619,                0.77243,                0.88593,                0.74284,                 0.6209,                0.79961,                0.94942,              2.938e-05,              2.938e-05,              2.938e-05
                    216,                0.83526,                  1.147,                 1.0463,                0.80664,                0.82808,                 0.8906,                0.74567,                 0.6277,                0.79773,                0.95143,              2.905e-05,              2.905e-05,              2.905e-05
                    217,                0.81204,                  1.127,                 1.0282,                0.80835,                0.81429,                0.89374,                0.74595,                0.64552,                0.79762,                0.95598,              2.872e-05,              2.872e-05,              2.872e-05
                    218,                0.80546,                 1.1085,                 1.0309,                0.84531,                0.77737,                0.89019,                0.71918,                0.73072,                0.82609,                0.98328,              2.839e-05,              2.839e-05,              2.839e-05
                    219,                0.82596,                 1.0431,                 1.0289,                0.82427,                0.78915,                  0.887,                 0.6973,                0.79495,                0.85739,                  1.006,              2.806e-05,              2.806e-05,              2.806e-05
                    220,                0.83253,                 1.1153,                 1.0555,                0.80778,                0.78349,                0.87325,                0.68838,                0.79604,                0.87375,                 1.0074,              2.773e-05,              2.773e-05,              2.773e-05
                    221,                0.77597,                 1.1014,                 1.0213,                  0.821,                0.77458,                0.87275,                0.71032,                0.72679,                0.85605,                0.98262,               2.74e-05,               2.74e-05,               2.74e-05
                    222,                0.82759,                 1.1385,                 1.0383,                0.84445,                0.76004,                0.87492,                0.73714,                0.62933,                0.82111,                0.95192,              2.707e-05,              2.707e-05,              2.707e-05
                    223,                0.82654,                 1.1123,                 1.0496,                0.83949,                0.76945,                0.88405,                0.75791,                0.59331,                0.81167,                0.94268,              2.674e-05,              2.674e-05,              2.674e-05
                    224,                0.81738,                 1.0619,                 1.0368,                0.78127,                0.84669,                0.88753,                0.76597,                0.58158,                 0.8069,                0.93879,              2.641e-05,              2.641e-05,              2.641e-05
                    225,                0.79734,                 1.0959,                 1.0377,                0.86897,                0.77021,                0.89098,                0.76613,                0.59381,                 0.8038,                0.94104,              2.608e-05,              2.608e-05,              2.608e-05
                    226,                0.79515,                 1.0721,                 1.0118,                0.81874,                0.84133,                0.89818,                0.75211,                0.64978,                0.81022,                0.95589,              2.575e-05,              2.575e-05,              2.575e-05
                    227,                0.86779,                 1.1235,                 1.0786,                0.86057,                0.83068,                0.89926,                0.73466,                0.70047,                0.82022,                0.97265,              2.542e-05,              2.542e-05,              2.542e-05
                    228,                0.80973,                 1.0706,                 1.0199,                0.85951,                0.83978,                0.89944,                0.75921,                 0.6368,                0.80504,                0.95248,              2.509e-05,              2.509e-05,              2.509e-05
                    229,                 0.8009,                 1.0871,                 1.0195,                0.83942,                0.80146,                0.89859,                0.76428,                0.59853,                0.79092,                0.94253,              2.476e-05,              2.476e-05,              2.476e-05
                    230,                0.83058,                 1.1611,                 1.0681,                0.86384,                0.78895,                0.89829,                0.76099,                0.59987,                0.79487,                0.94622,              2.443e-05,              2.443e-05,              2.443e-05
                    231,                0.85616,                 1.1145,                 1.0517,                0.86714,                 0.7908,                 0.8969,                  0.766,                0.58398,                0.78681,                0.93926,               2.41e-05,               2.41e-05,               2.41e-05
                    232,                0.82243,                 1.0919,                 1.0405,                0.86264,                0.80053,                0.90026,                0.76071,                0.60157,                 0.7944,                0.94086,              2.377e-05,              2.377e-05,              2.377e-05
                    233,                0.82174,                  1.122,                 1.0456,                0.83218,                0.84014,                0.90087,                0.75503,                0.65456,                0.80674,                0.95588,              2.344e-05,              2.344e-05,              2.344e-05
                    234,                0.81554,                 1.0419,                 1.0256,                0.87937,                0.79241,                0.89909,                 0.7412,                0.69773,                0.82363,                0.96951,              2.311e-05,              2.311e-05,              2.311e-05
                    235,                0.80439,                 1.0914,                   1.04,                0.89314,                0.80134,                0.90703,                0.75688,                0.69476,                0.82391,                0.96846,              2.278e-05,              2.278e-05,              2.278e-05
                    236,                0.80804,                 1.1105,                 1.0479,                0.87426,                 0.8102,                0.90712,                0.75531,                  0.683,                 0.8176,                0.96504,              2.245e-05,              2.245e-05,              2.245e-05
                    237,                0.79996,                 1.1011,                 1.0379,                0.87679,                0.81567,                0.90962,                0.75864,                0.66963,                0.81013,                0.96068,              2.212e-05,              2.212e-05,              2.212e-05
                    238,                0.81655,                 1.0943,                 1.0265,                0.87588,                0.82242,                0.91158,                 0.7698,                 0.6278,                0.78653,                0.94753,              2.179e-05,              2.179e-05,              2.179e-05
                    239,                0.80706,                 1.0533,                 1.0193,                0.88005,                 0.8204,                0.91201,                0.77761,                0.61258,                0.77658,                0.94275,              2.146e-05,              2.146e-05,              2.146e-05
                    240,                0.83904,                 1.0777,                 1.0497,                0.86823,                0.83168,                0.91204,                 0.7695,                0.63268,                0.78035,                0.94862,              2.113e-05,              2.113e-05,              2.113e-05
                    241,                0.78182,                 1.0275,                  1.028,                0.86744,                0.82553,                0.91371,                0.77019,                0.64208,                0.78056,                0.95174,               2.08e-05,               2.08e-05,               2.08e-05
                    242,                0.79197,                 1.1388,                 1.0252,                0.86278,                0.84661,                0.91228,                0.76212,                 0.6543,                0.78215,                0.95539,              2.047e-05,              2.047e-05,              2.047e-05
                    243,                 0.8247,                 1.0551,                 1.0335,                0.86395,                0.83866,                0.91376,                0.76131,                0.65742,                0.78194,                0.95674,              2.014e-05,              2.014e-05,              2.014e-05
                    244,                 0.8073,                   1.13,                 1.0449,                0.86882,                0.82299,                0.91349,                0.77197,                0.62439,                0.77063,                0.94724,              1.981e-05,              1.981e-05,              1.981e-05
                    245,                0.79566,                 1.0617,                 1.0296,                0.85824,                0.82616,                0.91161,                0.77722,                0.60061,                0.76417,                0.94135,              1.948e-05,              1.948e-05,              1.948e-05
                    246,                0.80206,                 1.1026,                 1.0267,                0.85504,                0.83538,                0.91376,                 0.7814,                0.60908,                0.77204,                 0.9441,              1.915e-05,              1.915e-05,              1.915e-05
                    247,                0.79627,                 1.1019,                 1.0239,                0.86685,                0.82144,                0.91455,                0.76393,                0.67674,                0.80188,                0.96399,              1.882e-05,              1.882e-05,              1.882e-05
                    248,                0.80557,                 1.1068,                 1.0552,                0.88367,                0.79291,                 0.9133,                0.74772,                0.72482,                0.81691,                0.97957,              1.849e-05,              1.849e-05,              1.849e-05
                    249,                 0.8067,                 1.0929,                 1.0506,                0.89434,                0.78878,                 0.9112,                0.74016,                0.74343,                0.82497,                0.98565,              1.816e-05,              1.816e-05,              1.816e-05
                    250,                0.78936,                 1.0815,                 1.0351,                0.89199,                0.77207,                0.90467,                0.74397,                0.71173,                0.82196,                0.97576,              1.783e-05,              1.783e-05,              1.783e-05
                    251,                 0.8359,                 1.0835,                   1.07,                0.80146,                0.86335,                0.90553,                0.75817,                0.65818,                0.80367,                 0.9578,               1.75e-05,               1.75e-05,               1.75e-05
                    252,                0.81716,                 1.0574,                 1.0304,                 0.7973,                0.89641,                0.91049,                0.77305,                0.61847,                0.77865,                0.94571,              1.717e-05,              1.717e-05,              1.717e-05
                    253,                 0.8162,                 1.0441,                 1.0482,                0.82385,                 0.8572,                0.91202,                 0.7712,                0.62293,                0.77624,                0.94661,              1.684e-05,              1.684e-05,              1.684e-05
                    254,                0.79161,                 1.0163,                 1.0181,                0.81649,                0.88978,                0.91653,                0.77036,                0.64573,                0.78254,                0.95201,              1.651e-05,              1.651e-05,              1.651e-05
                    255,                0.79552,                 1.1395,                 1.0448,                0.84786,                0.89302,                0.92387,                0.76469,                0.68927,                0.79268,                0.96488,              1.618e-05,              1.618e-05,              1.618e-05
                    256,                0.80014,                 1.0052,                 1.0187,                0.84408,                0.89596,                0.92869,                0.76901,                0.69981,                0.79452,                0.96742,              1.585e-05,              1.585e-05,              1.585e-05
                    257,                0.80282,                 1.0709,                  1.033,                0.83714,                0.89421,                0.92836,                0.77106,                0.69139,                0.79323,                0.96444,              1.552e-05,              1.552e-05,              1.552e-05
                    258,                0.79656,                 1.0486,                 1.0094,                0.82914,                0.89564,                0.92759,                0.78524,                0.63177,                0.77056,                0.94574,              1.519e-05,              1.519e-05,              1.519e-05
                    259,                0.81839,                 1.0918,                   1.05,                0.82437,                0.91012,                0.92498,                0.79292,                0.60028,                0.76226,                0.93665,              1.486e-05,              1.486e-05,              1.486e-05
                    260,                 0.8111,                 1.0382,                 1.0271,                0.81331,                0.90696,                0.92128,                0.79348,                0.57703,                0.75277,                0.93077,              1.453e-05,              1.453e-05,              1.453e-05
                    261,                 0.8029,                 1.0609,                  1.044,                0.81246,                0.89347,                0.92205,                0.79439,                0.57343,                0.75103,                0.93019,               1.42e-05,               1.42e-05,               1.42e-05
                    262,                0.84901,                 1.1309,                 1.0517,                0.90818,                0.80384,                0.92444,                0.79409,                0.58071,                0.75082,                0.93143,              1.387e-05,              1.387e-05,              1.387e-05
                    263,                0.78479,                 1.0424,                 1.0195,                0.82476,                0.91815,                0.93197,                 0.7929,                0.61611,                0.76119,                  0.941,              1.354e-05,              1.354e-05,              1.354e-05
                    264,                0.78335,                  1.063,                 1.0283,                0.91081,                0.81982,                0.93415,                0.78534,                0.65383,                0.77517,                0.95261,              1.321e-05,              1.321e-05,              1.321e-05
                    265,                0.79328,                 1.0133,                 1.0383,                0.83816,                0.90359,                0.93353,                0.78036,                0.65861,                 0.7742,                 0.9536,              1.288e-05,              1.288e-05,              1.288e-05
                    266,                0.83868,                 1.0491,                 1.0599,                0.88957,                0.81947,                0.92868,                0.78364,                0.62973,                0.76457,                0.94549,              1.255e-05,              1.255e-05,              1.255e-05
                    267,                0.81989,                 1.1097,                 1.0503,                0.91474,                0.80776,                0.92344,                0.79094,                0.59455,                0.74414,                0.93588,              1.222e-05,              1.222e-05,              1.222e-05
                    268,                 0.7995,                 1.0952,                 1.0475,                0.91668,                0.80567,                0.92423,                0.79505,                0.58752,                0.73945,                0.93433,              1.189e-05,              1.189e-05,              1.189e-05
                    269,                0.79467,                 1.0279,                 1.0321,                0.90894,                0.80928,                 0.9278,                0.79777,                0.58559,                0.73689,                 0.9337,              1.156e-05,              1.156e-05,              1.156e-05
                    270,                0.85999,                 1.0883,                 1.0581,                0.87701,                0.82162,                0.92853,                 0.7949,                0.59229,                0.74019,                0.93491,              1.123e-05,              1.123e-05,              1.123e-05
                    271,                0.81219,                 1.0952,                 1.0465,                 0.9233,                0.81449,                0.92741,                0.78382,                0.62829,                0.75047,                0.94425,               1.09e-05,               1.09e-05,               1.09e-05
                    272,                0.78347,                 1.0337,                 1.0154,                0.92159,                 0.8155,                0.92881,                0.76806,                0.67716,                0.76463,                0.95881,              1.057e-05,              1.057e-05,              1.057e-05
                    273,                0.79269,                 1.0555,                 1.0195,                0.92074,                0.81529,                0.92945,                0.76717,                0.68554,                0.76337,                0.96101,              1.024e-05,              1.024e-05,              1.024e-05
                    274,                0.82059,                 1.0943,                 1.0527,                0.84898,                  0.895,                0.93176,                0.77252,                 0.6786,                0.76268,                0.95935,               9.91e-06,               9.91e-06,               9.91e-06
                    275,                 0.7781,                0.99522,                 1.0318,                0.90111,                0.83277,                0.93151,                0.78155,                0.63356,                 0.7484,                0.94586,               9.58e-06,               9.58e-06,               9.58e-06
                    276,                0.77418,                0.99911,                 1.0193,                0.82713,                0.89316,                0.93117,                0.80652,                 0.5873,                0.72676,                0.93283,               9.25e-06,               9.25e-06,               9.25e-06
                    277,                0.84255,                 1.1365,                 1.0482,                 0.8297,                0.91138,                 0.9323,                0.80723,                0.57842,                0.72344,                0.93047,               8.92e-06,               8.92e-06,               8.92e-06
                    278,                0.83097,                 1.0929,                  1.062,                0.82922,                0.92448,                0.93615,                0.81122,                0.57407,                0.71973,                0.92953,               8.59e-06,               8.59e-06,               8.59e-06
                    279,                0.78499,                  1.001,                 1.0208,                0.82948,                0.92315,                0.93637,                0.81135,                0.57422,                0.71838,                0.92963,               8.26e-06,               8.26e-06,               8.26e-06
                    280,                0.83904,                 1.0701,                 1.0449,                 0.8377,                0.92671,                0.93595,                0.80812,                0.59448,                0.72204,                 0.9346,               7.93e-06,               7.93e-06,               7.93e-06
                    281,                0.77676,                 0.9924,                 1.0251,                0.83934,                0.91841,                0.93769,                0.80061,                0.61641,                0.72951,                0.94007,                7.6e-06,                7.6e-06,                7.6e-06
                    282,                0.78613,                0.99417,                 1.0145,                0.85528,                0.90106,                0.93883,                0.78409,                0.65919,                0.74479,                0.95289,               7.27e-06,               7.27e-06,               7.27e-06
                    283,                0.82638,                 1.0664,                 1.0251,                0.85127,                0.90001,                0.93588,                0.77602,                 0.6861,                0.75982,                0.96213,               6.94e-06,               6.94e-06,               6.94e-06
                    284,                0.77241,                 1.0315,                 1.0156,                0.86378,                0.90022,                0.93681,                0.77948,                0.67265,                0.75519,                0.95736,               6.61e-06,               6.61e-06,               6.61e-06
                    285,                0.83113,                 1.0739,                 1.0484,                0.85304,                0.90187,                0.93648,                0.78229,                0.66495,                0.75483,                 0.9552,               6.28e-06,               6.28e-06,               6.28e-06
                    286,                0.76293,                 1.0059,                 1.0026,                0.85556,                0.90037,                0.93438,                0.79078,                0.63369,                0.74366,                0.94538,               5.95e-06,               5.95e-06,               5.95e-06
                    287,                0.79345,                 1.0248,                 1.0135,                0.86301,                0.89776,                  0.935,                0.79642,                0.60749,                0.73864,                0.93785,               5.62e-06,               5.62e-06,               5.62e-06
                    288,                0.80832,                 1.0743,                 1.0308,                0.86753,                0.88428,                 0.9374,                0.80731,                0.59396,                0.73439,                0.93446,               5.29e-06,               5.29e-06,               5.29e-06
                    289,                0.76149,                 1.0233,                 1.0155,                 0.8445,                0.90226,                0.93729,                0.80668,                0.58793,                0.73187,                0.93327,               4.96e-06,               4.96e-06,               4.96e-06
                    290,                0.83379,                 1.0976,                 1.0411,                0.89559,                 0.8552,                0.93729,                0.80998,                0.57473,                0.72595,                0.92987,               4.63e-06,               4.63e-06,               4.63e-06
                    291,                0.75456,                 1.0631,                 1.0272,                0.88971,                0.89501,                0.94275,                0.80879,                0.59692,                0.74629,                0.93606,                4.3e-06,                4.3e-06,                4.3e-06
                    292,                0.73526,                 1.0369,                0.99313,                  0.878,                0.89672,                0.94472,                0.80595,                0.61547,                0.76486,                0.94076,               3.97e-06,               3.97e-06,               3.97e-06
                    293,                0.77965,                  1.046,                 1.0238,                0.87637,                 0.8946,                0.94331,                0.79993,                0.62642,                 0.7751,                0.94443,               3.64e-06,               3.64e-06,               3.64e-06
                    294,                0.76504,                 1.0933,                 1.0272,                0.87544,                0.87911,                0.94033,                0.79263,                0.63608,                0.78427,                0.94755,               3.31e-06,               3.31e-06,               3.31e-06
                    295,                0.76682,                 1.0888,                 1.0156,                0.87593,                0.86521,                0.93859,                0.79228,                0.63827,                 0.7934,                0.94879,               2.98e-06,               2.98e-06,               2.98e-06
